date,kind,value,source
2024-06-19,dividend,0.08,yahoo
2024-12-16,dividend,0.047706,yahoo
2025-06-19,dividend,0.052294,yahoo
2025-12-30,dividend,0.065091,yahoo
2026-06-18,dividend,0.065428,yahoo
