date,kind,value,source
2002-04-11,dividend,0.38,yahoo
2003-06-05,dividend,0.5,yahoo
2004-04-21,dividend,0.7,yahoo
2005-06-07,dividend,0.9,yahoo
2006-06-21,dividend,0.5,yahoo
2007-06-27,dividend,0.16,yahoo
2008-06-25,dividend,0.1,yahoo
2010-07-01,dividend,0.9,yahoo
2011-07-05,dividend,0.79,yahoo
2013-07-22,dividend,0.025,yahoo
2024-07-22,dividend,0.25,yahoo
2025-07-21,dividend,0.4,yahoo
2026-07-20,dividend,0.6,yahoo
