date,open,high,low,close,volume,settled,source
2023-03-23,6.560000,6.560000,6.010000,6.495000,65820,True,yahoo
2023-03-24,6.495000,6.495000,5.900000,6.000000,24482,True,yahoo
2023-03-27,6.000000,6.000000,5.850000,5.940000,36018,True,yahoo
2023-03-28,5.900000,5.951000,5.695000,5.950000,60810,True,yahoo
2023-03-29,5.999000,6.000000,5.850000,6.000000,51016,True,yahoo
2023-03-30,6.000000,6.000000,5.993000,5.995000,2400,True,yahoo
2023-03-31,6.030000,6.030000,5.900000,6.020000,9958,True,yahoo
2023-04-03,6.200000,6.200000,6.000000,6.000000,6504,True,yahoo
2023-04-04,6.100000,6.100000,5.900000,5.900000,1368,True,yahoo
2023-04-05,5.950000,5.950000,5.850000,5.850000,386,True,yahoo
2023-04-06,5.950000,5.950000,5.850000,5.850000,1554,True,yahoo
2023-04-11,5.950000,5.950000,5.750000,5.850000,2370,True,yahoo
2023-04-12,5.900000,5.900000,5.650000,5.750000,2834,True,yahoo
2023-04-13,5.750000,5.900000,5.750000,5.750000,598,True,yahoo
2023-04-18,5.950000,5.950000,5.750000,5.850000,924,True,yahoo
2023-04-19,5.850000,5.850000,5.550000,5.850000,4022,True,yahoo
2023-04-20,5.850000,5.950000,5.750000,5.800000,388,True,yahoo
2023-04-21,5.950000,5.950000,5.750000,5.850000,766,True,yahoo
2023-04-24,5.950000,5.950000,5.800000,5.800000,210,True,yahoo
2023-04-25,5.950000,5.950000,5.600000,5.700000,1384,True,yahoo
2023-04-26,5.950000,5.950000,5.650000,5.700000,790,True,yahoo
2023-04-27,5.800000,5.800000,5.650000,5.650000,630,True,yahoo
2023-04-28,5.850000,5.850000,5.600000,5.750000,746,True,yahoo
2023-05-02,5.750000,5.750000,5.600000,5.600000,2356,True,yahoo
2023-05-03,5.600000,5.650000,5.500000,5.600000,1102,True,yahoo
2023-05-04,5.600000,5.600000,5.350000,5.450000,5790,True,yahoo
2023-05-05,5.500000,5.550000,5.200000,5.400000,152778,True,yahoo
2023-05-08,5.350000,5.750000,5.350000,5.750000,13820,True,yahoo
2023-05-09,5.800000,5.800000,5.650000,5.700000,3630,True,yahoo
2023-05-10,5.750000,5.950000,5.750000,5.900000,31242,True,yahoo
2023-05-11,5.850000,6.000000,5.850000,5.950000,8486,True,yahoo
2023-05-12,5.950000,6.000000,5.800000,5.950000,3260,True,yahoo
2023-05-15,5.900000,5.950000,5.850000,5.950000,6896,True,yahoo
2023-05-16,5.900000,5.900000,5.700000,5.700000,8582,True,yahoo
2023-05-17,5.850000,5.900000,5.750000,5.900000,5024,True,yahoo
2023-05-18,5.850000,6.000000,5.750000,5.900000,16008,True,yahoo
2023-05-19,5.900000,5.900000,5.700000,5.750000,7624,True,yahoo
2023-05-22,5.850000,5.900000,5.600000,5.700000,11962,True,yahoo
2023-05-23,5.900000,5.900000,5.750000,5.900000,14802,True,yahoo
2023-05-24,5.850000,5.900000,5.800000,5.850000,11624,True,yahoo
2023-05-25,5.900000,6.000000,5.850000,5.950000,18134,True,yahoo
2023-05-26,6.000000,6.200000,5.950000,6.050000,50890,True,yahoo
2023-05-29,6.100000,6.600000,6.100000,6.500000,57928,True,yahoo
2023-05-30,6.550000,6.900000,6.300000,6.900000,75298,True,yahoo
2023-05-31,6.950000,7.000000,6.750000,6.950000,45496,True,yahoo
2023-06-01,7.050000,7.350000,7.000000,7.250000,75326,True,yahoo
2023-06-02,7.300000,7.300000,6.800000,6.850000,48444,True,yahoo
2023-06-06,6.900000,7.650000,6.900000,7.500000,133488,True,yahoo
2023-06-07,7.500000,7.550000,7.200000,7.300000,19978,True,yahoo
2023-06-08,7.350000,7.500000,7.150000,7.200000,31906,True,yahoo
2023-06-09,7.250000,7.350000,7.150000,7.350000,42792,True,yahoo
2023-06-12,7.350000,7.350000,7.100000,7.100000,34558,True,yahoo
2023-06-13,7.150000,7.600000,7.150000,7.600000,45122,True,yahoo
2023-06-14,7.500000,7.700000,7.400000,7.650000,37790,True,yahoo
2023-06-15,7.600000,7.650000,7.400000,7.400000,14746,True,yahoo
2023-06-16,7.450000,7.450000,7.250000,7.450000,23858,True,yahoo
2023-06-19,7.450000,7.450000,7.300000,7.400000,13554,True,yahoo
2023-06-20,7.350000,7.350000,7.200000,7.350000,9160,True,yahoo
2023-06-21,7.350000,7.400000,7.150000,7.300000,22646,True,yahoo
2023-06-22,7.150000,7.250000,7.050000,7.100000,43166,True,yahoo
2023-06-23,7.050000,7.300000,7.050000,7.300000,7176,True,yahoo
2023-06-26,7.300000,7.300000,7.100000,7.150000,15582,True,yahoo
2023-06-27,7.100000,7.250000,7.000000,7.150000,33992,True,yahoo
2023-06-28,7.100000,7.250000,7.100000,7.100000,23904,True,yahoo
2023-06-29,7.200000,7.400000,7.100000,7.350000,40982,True,yahoo
2023-06-30,7.350000,7.400000,7.150000,7.250000,21290,True,yahoo
2023-07-03,7.200000,7.200000,7.000000,7.100000,28074,True,yahoo
2023-07-04,7.050000,7.150000,6.950000,7.150000,40388,True,yahoo
2023-07-05,7.200000,7.300000,7.100000,7.150000,11104,True,yahoo
2023-07-06,7.150000,7.200000,7.050000,7.050000,27980,True,yahoo
2023-07-07,7.050000,7.150000,7.000000,7.000000,16426,True,yahoo
2023-07-10,7.050000,7.050000,6.950000,7.000000,16824,True,yahoo
2023-07-11,7.050000,7.250000,7.050000,7.100000,41244,True,yahoo
2023-07-12,7.150000,7.200000,7.000000,7.000000,18168,True,yahoo
2023-07-13,7.000000,7.350000,7.000000,7.100000,45920,True,yahoo
2023-07-14,7.150000,7.150000,7.050000,7.100000,12398,True,yahoo
2023-07-17,7.150000,7.150000,7.000000,7.050000,25098,True,yahoo
2023-07-18,7.050000,7.050000,6.950000,7.000000,30750,True,yahoo
2023-07-19,7.000000,7.050000,6.950000,6.950000,19474,True,yahoo
2023-07-20,7.000000,7.100000,6.900000,7.000000,31714,True,yahoo
2023-07-21,6.950000,7.100000,6.950000,6.950000,10852,True,yahoo
2023-07-24,7.000000,7.000000,6.800000,6.850000,42588,True,yahoo
2023-07-25,6.900000,7.000000,6.850000,7.000000,8876,True,yahoo
2023-07-26,6.950000,6.950000,6.850000,6.850000,25408,True,yahoo
2023-07-27,6.850000,7.000000,6.850000,6.850000,21830,True,yahoo
2023-07-28,6.850000,6.900000,6.750000,6.900000,12884,True,yahoo
2023-07-31,7.000000,7.000000,6.850000,6.900000,7384,True,yahoo
2023-08-01,7.000000,7.150000,7.000000,7.150000,41328,True,yahoo
2023-08-02,7.050000,7.050000,6.800000,7.000000,19856,True,yahoo
2023-08-03,6.950000,7.150000,6.900000,7.000000,23406,True,yahoo
